name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"call-bind","1.0.2","1.0.2","git+https://github.com/ljharb/call-bind.git","2021-01-11T22:36:43.651Z","ljharb (ljharb@gmail.com)",14748,"MIT",true,false,false,true,false,"side-channel@1.0.4"
"callsites","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"@jest/source-map@27.5.1,parent-module@1.0.1"
"camelcase","5.3.1","-","-","-","-","-","-",false,true,false,false,false,"@istanbuljs/load-nyc-config@1.1.0"
"caniuse-lite","1.0.30001367","-","-","-","-","-","-",false,true,false,true,false,"browserslist@4.21.2"
"chalk","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"char-regex","1.0.2","-","-","-","-","-","-",false,true,false,false,false,"string-length@4.0.2"
"chardet","0.7.0","-","-","-","-","-","-",false,true,false,false,false,"external-editor@3.1.0"
"chokidar","3.5.3","-","-","-","-","-","-",false,true,false,true,false,"@nestjs/cli@8.2.8,fork-ts-checker-webpack-plugin@7.2.11,@angular-devkit/core@13.3.5"
"chownr","2.0.0","2.0.0","git://github.com/isaacs/chownr.git","2020-02-12T02:33:07.865Z","isaacs (i@izs.me)",5748,"ISC",true,false,false,false,false,"tar@6.1.11"
"chrome-trace-event","1.0.3","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"ci-info","3.3.2","-","-","-","-","-","-",false,true,false,false,false,"jest-config@27.5.1,jest-util@27.5.1"
"cjs-module-lexer","1.2.2","-","-","-","-","-","-",false,true,false,false,false,"jest-runtime@27.5.1"
"class-transformer","0.5.1","0.5.1","git+https://github.com/typestack/class-transformer.git","2021-11-22T19:04:09.677Z","typestack-release-bot (attila.olah+typestackreleasebot@outlook.com)",776388,"MIT",true,false,false,true,false,"backend-blog@0.0.1,@nestjs/common@8.4.7,@nestjs/mapped-types@1.2.0"
"class-validator","0.13.2","0.14.0","git+https://github.com/typestack/class-validator.git","2021-11-20T11:28:22.711Z","typestack-release-bot (attila.olah+typestackreleasebot@outlook.com)",3820639,"MIT",true,false,false,true,false,"backend-blog@0.0.1,@nestjs/common@8.4.7,@nestjs/mapped-types@1.2.0"
"cli-cursor","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3,ora@5.4.1"
"cli-highlight","2.1.11","2.1.11","git+https://github.com/felixfbecker/cli-highlight.git","2021-03-28T18:09:23.896Z","felixfbecker (felix.b@outlook.com)",42742,"ISC",true,false,false,true,false,"typeorm@0.3.7"
"parse5","5.1.1","7.1.2","git://github.com/inikulin/parse5.git","2019-11-06T10:38:27.963Z","inikulin (ifaaan@gmail.com)",330827,"MIT",true,false,false,true,false,"cli-highlight@2.1.11"
"cli-spinners","2.6.1","-","-","-","-","-","-",false,true,false,false,false,"ora@5.4.1"
"cli-table3","0.6.2","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"cli-width","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3"
"cliui","7.0.4","8.0.1","git+https://github.com/yargs/cliui.git","2020-11-09T00:00:00.351Z","oss-bot (bencoe+oss-bot@gmail.com)",30596,"ISC",true,false,false,true,false,"yargs@16.2.0"
"clone","1.0.4","-","-","-","-","-","-",false,true,false,false,false,"defaults@1.0.3"
"co","4.6.0","-","-","-","-","-","-",false,true,false,false,false,"jest-circus@27.5.1,jest-jasmine2@27.5.1"
"collect-v8-coverage","1.0.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/reporters@27.5.1,@jest/test-result@27.5.1,jest-runtime@27.5.1"
"color-convert","2.0.1","2.0.1","git+https://github.com/Qix-/color-convert.git","2019-08-19T21:05:36.605Z","qix (i.am.qix@gmail.com)",27189,"MIT",true,false,false,false,false,"ansi-styles@4.3.0"
"color-name","1.1.4","2.0.0","git+ssh://git@github.com/colorjs/color-name.git","2018-09-21T10:48:56.546Z","dfcreative (df.creative@gmail.com)",6693,"MIT",true,false,false,false,false,"color-convert@2.0.1"
"color-support","1.1.3","1.1.3","git+https://github.com/isaacs/color-support.git","2017-06-06T20:40:54.019Z","isaacs (i@izs.me)","-","ISC",true,false,false,false,false,"gauge@3.0.2"
"combined-stream","1.0.8","1.0.8","git://github.com/felixge/node-combined-stream.git","2019-05-12T17:49:45.337Z","alexindigo (iam@alexindigo.com)",11514,"MIT",true,true,false,false,false,"form-data@3.0.1"
"commander","4.1.1","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"component-emitter","1.3.0","-","-","-","-","-","-",false,true,false,false,false,"superagent@8.0.0"
"concat-map","0.0.1","0.0.2","git://github.com/substack/node-concat-map.git","2014-01-30T03:06:35.982Z","substack (mail@substack.net)","-","MIT",true,false,false,true,false,"brace-expansion@1.1.11"
"concat-stream","1.6.2","2.0.0","git+ssh://git@github.com/maxogden/concat-stream.git","2018-03-21T15:17:30.281Z","mafintosh (mathiasbuus@gmail.com)",9556,"MIT",true,false,false,true,false,"multer@1.4.4-lts.1"
"consola","2.15.3","-","-","-","-","-","-",true,false,false,false,false,"@nuxtjs/opencollective@0.3.2"
"console-control-strings","1.1.0","-","-","-","-","-","-",true,false,false,false,false,"gauge@3.0.2,npmlog@5.0.1"
"content-disposition","0.5.4","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1"
"content-type","1.0.4","-","-","-","-","-","-",true,false,false,true,false,"body-parser@1.20.0,express@4.18.1"
"convert-source-map","1.8.0","-","-","-","-","-","-",false,true,false,false,false,"@babel/core@7.18.9,@jest/transform@27.5.1,v8-to-istanbul@8.1.1"
"safe-buffer","5.1.2","-","-","-","-","-","-",true,true,false,true,false,"convert-source-map@1.8.0,ecdsa-sig-formatter@1.0.11,jwa@1.4.1,jws@3.2.2,mysql@2.18.1,randombytes@2.1.0,readable-stream@2.3.7,sha.js@2.4.11,string_decoder@1.1.1,websocket-driver@0.7.4"
"cookie","0.5.0","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1"
"cookie-parser","1.4.6","-","-","-","-","-","-",true,false,false,false,false,"backend-blog@0.0.1"
"cookie","0.4.1","-","-","-","-","-","-",true,false,false,false,false,"cookie-parser@1.4.6"
"cookie-signature","1.0.6","-","-","-","-","-","-",true,false,false,true,false,"cookie-parser@1.4.6,express@4.18.1"
"cookiejar","2.1.4","-","-","-","-","-","-",false,true,false,false,false,"superagent@8.0.0"
"core-util-is","1.0.3","-","-","-","-","-","-",true,false,false,true,false,"readable-stream@2.3.7"
"cors","2.8.5","2.8.5","git+https://github.com/expressjs/cors.git","2018-11-04T21:00:13.277Z","dougwilson (doug@somethingdoug.com)",19988,"MIT",true,false,false,true,false,"@nestjs/platform-express@8.4.7"
"cosmiconfig","7.0.1","-","-","-","-","-","-",false,true,false,false,false,"fork-ts-checker-webpack-plugin@7.2.11"
"create-require","1.1.1","1.1.1","git+https://github.com/nuxt-contrib/create-require.git","2020-11-26T13:41:32.498Z","pi0 (pyapar@gmail.com)",6254,"MIT",true,false,false,true,false,"ts-node@10.9.1"
"cross-spawn","7.0.3","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0,execa@4.1.0"
"cssom","0.4.4","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"cssstyle","2.3.0","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"cssom","0.3.8","-","-","-","-","-","-",false,true,false,false,false,"cssstyle@2.3.0"
"data-urls","2.0.0","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"date-fns","2.28.0","2.29.3","git+https://github.com/date-fns/date-fns.git","2021-12-28T15:06:10.743Z","leshakoss (regiusprod@gmail.com)",6470982,"MIT",true,false,false,true,false,"typeorm@0.3.7"
"debug","4.3.4","4.3.4","git://github.com/debug-js/debug.git","2022-03-17T13:38:47.641Z","qix (josh@junon.me)",42352,"MIT",true,true,false,true,false,"@babel/core@7.18.9,@babel/traverse@7.18.9,@eslint/eslintrc@1.3.0,@humanwhocodes/config-array@0.9.5,@typescript-eslint/eslint-plugin@5.30.7,@typescript-eslint/parser@5.30.7,@typescript-eslint/type-utils@5.30.7,@typescript-eslint/typescript-estree@5.30.7,agent-base@6.0.2,eslint@8.20.0,http-proxy-agent@4.0.1,https-proxy-agent@5.0.1,istanbul-lib-source-maps@4.0.1,superagent@8.0.0,typeorm@0.3.7"
"decimal.js","10.3.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"dedent","0.7.0","-","-","-","-","-","-",false,true,false,false,false,"jest-circus@27.5.1"
"deep-is","0.1.4","-","-","-","-","-","-",false,true,false,true,false,"optionator@0.9.1"
"deepmerge","4.2.2","-","-","-","-","-","-",false,true,false,false,false,"fork-ts-checker-webpack-plugin@7.2.11,jest-config@27.5.1"
"defaults","1.0.3","-","-","-","-","-","-",false,true,false,false,false,"wcwidth@1.0.1"
"delayed-stream","1.0.0","1.0.0","git://github.com/felixge/node-delayed-stream.git","2015-04-30T22:10:29.726Z","apechimp (apeherder@gmail.com)","-","MIT",true,false,false,false,false,"combined-stream@1.0.8"
"delegates","1.0.0","1.0.0","git+https://github.com/visionmedia/node-delegates.git","2015-12-14T19:56:09.247Z","tjholowaychuk (tj@vision-media.ca)","-","MIT",true,false,false,false,false,"are-we-there-yet@2.0.0"
"depd","2.0.0","2.0.0","git+https://github.com/dougwilson/nodejs-depd.git","2018-10-26T17:52:55.936Z","dougwilson (doug@somethingdoug.com)",27117,"MIT",true,false,false,true,false,"body-parser@1.20.0,express@4.18.1,http-errors@2.0.0,send@0.18.0"
"destroy","1.2.0","1.2.0","git+https://github.com/stream-utils/destroy.git","2022-03-20T19:03:12.452Z","dougwilson (doug@somethingdoug.com)",9018,"MIT",true,false,false,true,false,"body-parser@1.20.0,send@0.18.0"
"detect-libc","2.0.1","-","-","-","-","-","-",true,false,false,false,false,"@mapbox/node-pre-gyp@1.0.9"
"detect-newline","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"jest-docblock@27.5.1"
"dezalgo","1.0.4","-","-","-","-","-","-",false,true,false,false,false,"formidable@2.1.1"
"diff","4.0.2","-","-","-","-","-","-",true,false,false,true,false,"ts-node@10.9.1"
"diff-sequences","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"jest-diff@27.5.1"
"dir-glob","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"globby@11.1.0"
"doctrine","3.0.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"domexception","2.0.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"webidl-conversions","5.0.0","-","-","-","-","-","-",false,true,false,false,false,"domexception@2.0.1"
"dotenv","16.0.1","-","-","-","-","-","-",true,false,false,true,false,"@nestjs/config@2.2.0,typeorm@0.3.7"
"dotenv-expand","8.0.3","10.0.0","git+https://github.com/motdotla/dotenv-expand.git","2022-03-21T03:55:48.988Z","motdotla (mot@mot.la)",11027,"BSD-2-Clause",true,false,false,false,false,"@nestjs/config@2.2.0"
"ecdsa-sig-formatter","1.0.11","1.0.11","git+ssh://git@github.com/Brightspace/node-ecdsa-sig-formatter.git","2019-01-25T21:32:13.447Z","d2l-travis-deploy (d2ltravisdeploy@d2l.com)",20588,"Apache-2.0",true,false,false,false,false,"jwa@1.4.1"
"ee-first","1.1.1","1.1.1","https://github.com/jonathanong/ee-first","2015-05-25T19:18:28.732Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,false,false,true,false,"on-finished@2.4.1"
"electron-to-chromium","1.4.195","-","-","-","-","-","-",false,true,false,true,false,"browserslist@4.21.2"
"emittery","0.8.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,jest-runner@27.5.1"
"emoji-regex","8.0.0","10.2.1","git+https://github.com/mathiasbynens/emoji-regex.git","2019-03-05T18:58:23.040Z","mathias (mathias@qiwi.be)",48255,"MIT",true,false,false,true,false,"string-width@4.2.3"
"encodeurl","1.0.2","1.0.2","git+https://github.com/pillarjs/encodeurl.git","2018-01-22T03:19:29.733Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,false,false,true,false,"express@4.18.1,finalhandler@1.2.0,send@0.18.0,serve-static@1.15.0"
"end-of-stream","1.4.4","-","-","-","-","-","-",false,true,false,false,false,"pump@3.0.0"
"enhanced-resolve","5.10.0","-","-","-","-","-","-",false,true,false,true,false,"ts-loader@9.3.1,tsconfig-paths-webpack-plugin@3.5.2,webpack@5.73.0"
"error-ex","1.3.2","-","-","-","-","-","-",false,true,false,false,false,"parse-json@5.2.0"
"es-module-lexer","0.9.3","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"escalade","3.1.1","3.1.1","git+https://github.com/lukeed/escalade.git","2020-10-13T06:03:44.007Z","lukeed (luke@lukeed.com)",11434,"MIT",true,true,false,true,false,"yargs@16.2.0,update-browserslist-db@1.0.5"
"escape-html","1.0.3","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1,finalhandler@1.2.0,send@0.18.0,serve-static@1.15.0"
"escape-string-regexp","4.0.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"escodegen","2.0.0","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"estraverse","5.3.0","-","-","-","-","-","-",false,true,false,true,false,"escodegen@2.0.0,eslint-scope@7.1.1,esquery@1.4.0,esrecurse@4.3.0"
"levn","0.3.0","-","-","-","-","-","-",false,true,false,false,false,"optionator@0.8.3"
"optionator","0.8.3","-","-","-","-","-","-",false,true,false,false,false,"escodegen@2.0.0"
"prelude-ls","1.1.2","-","-","-","-","-","-",false,true,false,false,false,"levn@0.3.0,optionator@0.8.3,type-check@0.3.2"
"type-check","0.3.2","-","-","-","-","-","-",false,true,false,false,false,"levn@0.3.0,optionator@0.8.3"
"eslint","8.20.0","-","-","-","-","-","-",false,true,false,true,false,"backend-blog@0.0.1,@typescript-eslint/eslint-plugin@5.30.7,@typescript-eslint/parser@5.30.7,@typescript-eslint/type-utils@5.30.7,@typescript-eslint/utils@5.30.7,eslint-config-prettier@8.5.0,eslint-plugin-prettier@4.2.1,eslint-utils@3.0.0"
"eslint-config-prettier","8.5.0","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"eslint-plugin-prettier","4.2.1","-","-","-","-","-","-",false,true,false,false,false,"backend-blog@0.0.1"
"eslint-scope","5.1.1","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/utils@5.30.7,webpack@5.73.0"
"eslint-utils","3.0.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/utils@5.30.7,eslint@8.20.0"
"eslint-visitor-keys","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"eslint-utils@3.0.0"
"eslint-visitor-keys","3.3.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/visitor-keys@5.30.7,eslint@8.20.0,espree@9.3.2"
"eslint-scope","7.1.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"glob-parent","6.0.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"espree","9.3.2","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@1.3.0,eslint@8.20.0"
"esprima","4.0.1","-","-","-","-","-","-",false,true,false,false,false,"js-yaml@3.14.1,escodegen@2.0.0"
"esquery","1.4.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"esrecurse","4.3.0","-","-","-","-","-","-",false,true,false,true,false,"eslint-scope@7.1.1"
"estraverse","4.3.0","-","-","-","-","-","-",false,true,false,true,false,"eslint-scope@5.1.1"
"esutils","2.0.3","-","-","-","-","-","-",false,true,false,true,false,"doctrine@3.0.0,escodegen@2.0.0,eslint@8.20.0"
"etag","1.8.1","-","-","-","-","-","-",true,false,false,true,false,"express@4.18.1,send@0.18.0"
"events","3.3.0","-","-","-","-","-","-",false,true,false,true,false,"webpack@5.73.0"
"execa","5.1.1","-","-","-","-","-","-",false,true,false,false,false,"jest-changed-files@27.5.1,jest-runtime@27.5.1"
"exit","0.1.2","-","-","-","-","-","-",false,true,false,false,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,jest-cli@27.5.1"
"expect","27.5.1","-","-","-","-","-","-",false,true,false,false,false,"@jest/globals@27.5.1,jest-circus@27.5.1,jest-jasmine2@27.5.1,jest-snapshot@27.5.1"
"express","4.18.1","4.18.2","git+https://github.com/expressjs/express.git","2022-04-29T19:33:40.441Z","dougwilson (doug@somethingdoug.com)",213619,"MIT",true,false,false,true,false,"@nestjs/platform-express@8.4.7"
"path-to-regexp","0.1.7","6.2.1","git+https://github.com/component/path-to-regexp.git","2015-07-28T03:07:52.808Z","blakeembrey (hello@blakeembrey.com)","-","MIT",true,false,false,true,false,"express@4.18.1"
"external-editor","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3"
"fast-deep-equal","3.1.3","-","-","-","-","-","-",false,true,false,true,false,"ajv@6.12.6,eslint@8.20.0"
"fast-diff","1.2.0","-","-","-","-","-","-",false,true,false,false,false,"prettier-linter-helpers@1.0.0"
"fast-glob","3.2.11","-","-","-","-","-","-",false,true,false,false,false,"globby@11.1.0"
"fast-json-stable-stringify","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"@angular-devkit/core@13.3.5,ajv@6.12.6,@jest/transform@27.5.1,bs-logger@0.2.6,ts-jest@27.1.5"
"fast-levenshtein","2.0.6","-","-","-","-","-","-",false,true,false,true,false,"optionator@0.9.1"
"fast-safe-stringify","2.1.1","2.1.1","git+https://github.com/davidmarkclements/fast-safe-stringify.git","2021-09-08T07:19:16.545Z","matteo.collina (hello@matteocollina.com)",39702,"MIT",true,true,false,false,false,"@nestjs/core@8.4.7,superagent@8.0.0"
"fastq","1.13.0","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.walk@1.2.8"
"faye-websocket","0.11.4","0.11.4","git://github.com/faye/faye-websocket-node.git","2021-05-24T22:11:37.500Z","jcoglan (jcoglan@gmail.com)",30789,"Apache-2.0",true,false,false,false,false,"@firebase/database@0.13.6"
"fb-watchman","2.0.1","-","-","-","-","-","-",false,true,false,false,false,"jest-haste-map@27.5.1"
"figures","3.2.0","-","-","-","-","-","-",false,true,false,false,false,"inquirer@7.3.3"
"file-entry-cache","6.0.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0"
"fill-range","7.0.1","-","-","-","-","-","-",false,true,false,true,false,"braces@3.0.2"
"finalhandler","1.2.0","1.2.0","git+https://github.com/pillarjs/finalhandler.git","2022-03-23T00:57:00.583Z","dougwilson (doug@somethingdoug.com)",18642,"MIT",true,false,false,true,false,"express@4.18.1"
"find-up","4.1.0","-","-","-","-","-","-",false,true,false,false,false,"@istanbuljs/load-nyc-config@1.1.0,pkg-dir@4.2.0"
"firebase","9.9.4","9.20.0","git+https://github.com/firebase/firebase-js-sdk.git","2022-09-02T00:30:15.208Z","google-wombot (node-team-npm+wombot@google.com)",22337687,"Apache-2.0",true,false,false,false,false,"backend-blog@0.0.1"
"flat-cache","3.0.4","-","-","-","-","-","-",false,true,false,true,false,"file-entry-cache@6.0.1"
"flatted","3.2.6","-","-","-","-","-","-",false,true,false,true,false,"flat-cache@3.0.4"
"follow-redirects","1.15.1","1.15.2","git+ssh://git@github.com/follow-redirects/follow-redirects.git","2022-05-26T23:23:49.868Z","rubenverborgh (ruben@verborgh.org)",27725,"MIT",true,false,false,false,false,"axios@0.27.2"
"fork-ts-checker-webpack-plugin","7.2.11","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"form-data","4.0.0","4.0.0","git://github.com/form-data/form-data.git","2021-02-15T17:38:54.740Z","niftylettuce (niftylettuce@gmail.com)",43381,"MIT",true,true,false,false,false,"axios@0.27.2,superagent@8.0.0"
"formidable","2.1.1","-","-","-","-","-","-",false,true,false,false,false,"superagent@8.0.0"
"qs","6.11.0","-","-","-","-","-","-",false,true,false,false,false,"formidable@2.1.1,superagent@8.0.0"
"forwarded","0.2.0","0.2.0","git+https://github.com/jshttp/forwarded.git","2021-05-31T23:23:02.495Z","dougwilson (doug@somethingdoug.com)",5876,"MIT",true,false,false,true,false,"proxy-addr@2.0.7"
"fresh","0.5.2","0.5.2","git+https://github.com/jshttp/fresh.git","2017-09-14T05:03:12.205Z","dougwilson (doug@somethingdoug.com)","-","MIT",true,false,false,true,false,"express@4.18.1,send@0.18.0"
"fs-extra","10.1.0","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/schematics@8.0.11,fork-ts-checker-webpack-plugin@7.2.11"
"fs-minipass","2.1.0","3.0.1","git+https://github.com/npm/fs-minipass.git","2020-01-21T17:39:07.791Z","isaacs (i@izs.me)",14089,"ISC",true,false,false,false,false,"tar@6.1.11"
"fs-monkey","1.0.3","-","-","-","-","-","-",false,true,false,false,false,"memfs@3.4.7"
"fs.realpath","1.0.0","1.0.0","git+https://github.com/isaacs/fs.realpath.git","2016-06-15T18:39:05.978Z","isaacs (i@izs.me)","-","ISC",true,false,false,true,false,"glob@7.2.3"
"fsevents","2.3.2","-","-","-","-","-","-",false,true,true,true,false,"chokidar@3.5.3,jest-haste-map@27.5.1"
"function-bind","1.1.1","1.1.1","git://github.com/Raynos/function-bind.git","2017-08-28T07:51:35.937Z","ljharb (ljharb@gmail.com)","-","MIT",true,false,false,true,false,"call-bind@1.0.2,get-intrinsic@1.1.2,has@1.0.3"
"functional-red-black-tree","1.0.1","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@5.30.7,eslint@8.20.0"
"gauge","3.0.2","5.0.0","git+https://github.com/iarna/gauge.git","2021-12-13T18:42:42.713Z","gar (gar+npm@danger.computer)",48549,"ISC",true,false,false,false,false,"npmlog@5.0.1"
"gensync","1.0.0-beta.2","-","-","-","-","-","-",false,true,false,false,false,"@babel/core@7.18.9"
"get-caller-file","2.0.5","2.0.5","git+https://github.com/stefanpenner/get-caller-file.git","2019-03-09T21:48:30.527Z","stefanpenner (stefan.penner@gmail.com)",4719,"ISC",true,false,false,true,false,"yargs@16.2.0"
"get-intrinsic","1.1.2","1.2.0","git+https://github.com/ljharb/get-intrinsic.git","2022-06-08T15:12:14.076Z","ljharb (ljharb@gmail.com)",36671,"MIT",true,false,false,true,false,"call-bind@1.0.2,side-channel@1.0.4"
"get-package-type","0.1.0","-","-","-","-","-","-",false,true,false,false,false,"@istanbuljs/load-nyc-config@1.1.0"
"get-stream","6.0.1","-","-","-","-","-","-",false,true,false,false,false,"execa@5.1.1"
"glob","7.2.3","10.2.2","git://github.com/isaacs/node-glob.git","2022-05-15T14:44:04.854Z","isaacs (i@izs.me)",55064,"ISC",true,true,false,true,false,"@jest/reporters@27.5.1,jest-config@27.5.1,jest-runtime@27.5.1,rimraf@3.0.2,shelljs@0.8.5,test-exclude@6.0.0,typeorm@0.3.7"
"glob-parent","5.1.2","-","-","-","-","-","-",false,true,false,true,false,"chokidar@3.5.3,fast-glob@3.2.11"
"glob-to-regexp","0.4.1","-","-","-","-","-","-",false,true,false,true,false,"watchpack@2.4.0,webpack@5.73.0"
"globals","13.16.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@1.3.0,eslint@8.20.0"
"globby","11.1.0","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/typescript-estree@5.30.7"
"graceful-fs","4.2.10","-","-","-","-","-","-",false,true,true,true,false,"@jest/core@27.5.1,@jest/reporters@27.5.1,@jest/source-map@27.5.1,@jest/test-sequencer@27.5.1,@jest/transform@27.5.1,babel-jest@27.5.1,enhanced-resolve@5.10.0,fs-extra@10.1.0,jest-cli@27.5.1,jest-config@27.5.1,jest-haste-map@27.5.1,jest-message-util@27.5.1,jest-resolve@27.5.1,jest-runner@27.5.1,jest-runtime@27.5.1,jest-serializer@27.5.1,jest-snapshot@27.5.1,jest-util@27.5.1,watchpack@2.4.0,webpack@5.73.0,jsonfile@6.1.0"
"has","1.0.3","1.0.3","git://github.com/tarruda/has.git","2018-06-04T16:23:29.998Z","ljharb (ljharb@gmail.com)",2770,"MIT",true,true,false,true,false,"get-intrinsic@1.1.2,is-core-module@2.9.0"
"has-flag","4.0.0","-","-","-","-","-","-",true,true,false,true,false,"supports-color@7.2.0,supports-hyperlinks@2.2.0"
"has-symbols","1.0.3","-","-","-","-","-","-",true,false,false,true,false,"get-intrinsic@1.1.2"
"has-unicode","2.0.1","-","-","-","-","-","-",true,false,false,false,false,"gauge@3.0.2"
"hexoid","1.0.0","-","-","-","-","-","-",false,true,false,false,false,"formidable@2.1.1"
"highlight.js","10.7.3","-","-","-","-","-","-",true,false,false,true,false,"cli-highlight@2.1.11"
"html-encoding-sniffer","2.0.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"html-escaper","2.0.2","-","-","-","-","-","-",false,true,false,false,false,"istanbul-reports@3.1.5"
"http-errors","2.0.0","-","-","-","-","-","-",true,false,false,true,false,"body-parser@1.20.0,express@4.18.1,raw-body@2.5.1,send@0.18.0"
"http-parser-js","0.5.8","-","-","-","-","-","-",true,false,false,false,false,"websocket-driver@0.7.4"
"http-proxy-agent","4.0.1","-","-","-","-","-","-",false,true,false,false,false,"jsdom@16.7.0"
"https-proxy-agent","5.0.1","-","-","-","-","-","-",true,true,false,false,false,"@mapbox/node-pre-gyp@1.0.9,jsdom@16.7.0"
"human-signals","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"execa@5.1.1"
"iconv-lite","0.4.24","0.6.3","git://github.com/ashtuchkin/iconv-lite.git","2018-08-22T20:23:12.162Z","ashtuchkin (ashtuchkin@gmail.com)",335941,"MIT",true,true,false,true,false,"body-parser@1.20.0,external-editor@3.1.0,raw-body@2.5.1,whatwg-encoding@1.0.5"
"idb","7.0.1","7.1.1","git://github.com/jakearchibald/idb.git","2022-03-14T14:30:03.904Z","jaffathecake (jaffathecake@gmail.com)",87523,"ISC",true,false,false,true,false,"@firebase/app@0.7.32,@firebase/installations@0.5.12,@firebase/messaging@0.9.16"
"ieee754","1.2.1","1.2.1","git://github.com/feross/ieee754.git","2020-10-27T23:06:07.424Z","feross (feross@feross.org)",6796,"BSD-3-Clause",true,true,false,true,false,"buffer@6.0.3"
"ignore","5.2.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@1.3.0,@typescript-eslint/eslint-plugin@5.30.7,eslint@8.20.0,globby@11.1.0"
"immediate","3.0.6","3.3.0","git://github.com/calvinmetcalf/immediate.git","2016-07-28T12:25:21.086Z","cwmma (calvin.metcalf@gmail.com)","-","MIT",true,false,false,false,false,"lie@3.3.0"
"import-fresh","3.3.0","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@1.3.0,cosmiconfig@7.0.1,eslint@8.20.0"
"import-local","3.1.0","-","-","-","-","-","-",false,true,false,false,false,"jest@27.5.1,jest-cli@27.5.1"
"imurmurhash","0.1.4","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.20.0,write-file-atomic@3.0.3"
"inflight","1.0.6","1.0.6","git+https://github.com/npm/inflight.git","2016-10-13T03:53:29.524Z","isaacs (i@izs.me)","-","ISC",true,false,false,true,false,"glob@7.2.3"
"inherits","2.0.4","2.0.4","git://github.com/isaacs/inherits.git","2019-06-19T20:18:52.465Z","isaacs (i@izs.me)",3958,"ISC",true,true,false,true,false,"readable-stream@3.6.0,bl@4.1.0,concat-stream@1.6.2,glob@7.2.3,http-errors@2.0.0,sha.js@2.4.11"
"inquirer","7.3.3","-","-","-","-","-","-",false,true,false,false,false,"@nestjs/cli@8.2.8"
"interpret","1.4.0","-","-","-","-","-","-",false,true,false,false,false,"shelljs@0.8.5"
